prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Lista de de Anexo:Universidades de Chile es,universidad,una lista de universidades en Chile. Se pueden ordenar por ubicación,latam,0.0,1,0.0
Categoría relacionada con la lista de Anexo:Universidades de Chile es,Categoría:Universidades de Chile,":

La categoría relacionada con la lista de ""Anexo:Universidades",latam,0.18181818181818182,0,0.0
Lista de de Anexo:Códigos postales de Chile es,código postal,"un anexo de la Wikipedia en español, que contiene una lista de c",latam,0.0,0,0.0
Bandera de República Socialista de Chile es,bandera de Chile,el nombre que se le da a la bandera que representó a Chile,latam,0.25,0,0.0
Escudo de armas de República Socialista de Chile es,Escudo de Chile,el escudo de armas que representa a la República Socialista de Chile,latam,0.4,0,0.0
Capital de República Socialista de Chile es,Santiago de Chile,":
La capital de la República Socialista de Chile es **Santiago de",latam,0.42857142857142855,0,0.0
Forma de gobierno de República Socialista de Chile es,república,: La República Socialista de Chile es una forma de gobierno que se bas,latam,0.14285714285714288,1,0.0
Idioma oficial de República Socialista de Chile es,español,"el español, pero también se hablan otros idiomas como el mapuche",latam,0.16666666666666669,1,0.0
Continente de República Socialista de Chile es,América del Sur,"un continente? No, el ""Continente de República Socialista de",latam,0.0,0,0.0
Nombre en la lengua nativa de República Socialista de Chile es,República Socialista de Chile,"el nombre oficial del país en la lengua mapuche, que es el",latam,0.0,0,0.0
Himno de República Socialista de Chile es,Himno Nacional de Chile,el himno nacional de Chile entre 1971 y 1,latam,0.6153846153846153,1,0.0
Idioma usado de República Socialista de Chile es,español,":
A) Inglés
B) Español
C) Portugu",latam,0.2857142857142857,1,0.0
Ubicación de la sede de Juventudes Comunistas de Chile es,Santiago de Chile,":
A. Plaza de Armas
B. Plaza de la Dign",latam,0.16666666666666666,0,0.0
Miembro de de Juventudes Comunistas de Chile es,Federación Mundial de la Juventud Democrática,"una organización de izquierda chilena, fundada en 19",latam,0.14285714285714288,0,0.0
Nombre oficial de Juventudes Comunistas de Chile es,Juventudes Comunistas de Chile,":
A) Juventudes Comunistas de Chile
B) Ju",latam,0.7272727272727273,1,0.0
Categoría en Commons de Juventudes Comunistas de Chile es,Juventudes Comunistas de Chile,una categoría que contiene imágenes que se relacionan con Juventudes Comunist,latam,0.13333333333333333,0,0.0
Categoría relacionada con la lista de Anexo:Empresas de Chile es,Categoría:Empresas de Chile,: La lista de empresas de Chile se encuentra en el anexo de la,latam,0.25,0,0.0
Categoría en Commons de Carabineros de Chile es,Carabineros de Chile,una categoría que permite almacenar imágenes y videos relacionados con la institución,latam,0.0,0,0.0
Logotipo de Carabineros de Chile es,Roundel of Carabineros de Chile.svg,"un logotipo que representa a Carabineros de Chile, la polic",latam,0.26666666666666666,0,0.0
Texto del lema de Carabineros de Chile es,Orden y Patria,"""La Justicia en la Vía Pública"". ¿Cómo se le dice",latam,0.0,0,0.0
Cargo ocupado por el dirigente de Carabineros de Chile es,General director de Carabineros de Chile,"un cargo de mando y dirección, no un cargo de gestión, y",latam,0.2222222222222222,0,0.0
Nombre de usuario de Twitter (X) de Carabineros de Chile es,Carabdechile,@carabineroschile. El nombre de usuario de Twitter (X,latam,0.0,0,0.0
Ubicación de la sede de Carabineros de Chile es,Comuna de Santiago,"en la ciudad de Santiago, específicamente en la Avenida del Ejérc",latam,0.28571428571428575,0,0.0
Organización matriz de Carabineros de Chile es,Ministerio de Defensa Nacional de Chile,una estructura que permite al cuerpo de policía de Chile funcionar ef,latam,0.3333333333333333,0,0.0
Identificador name-suggestion-index de Carabineros de Chile es,carabinerosdechile-2e4672,un índice de sugerencias de nombres que se utiliza para el registro de personas,latam,0.0,0,0.0
Identificador Enciclopedia Británica Online de Zona Central de Chile es,place/Zona-Central,un sistema de información geográfica (SIG) que permite acceder a,latam,0.0,0,0.0
Ubicación de la sede de Partido Ecologista Verde de Chile es,Concepción,":
La sede del Partido Ecologista Verde de Chile (PEV",latam,0.0,0,0.0
Ideología política de Partido Ecologista Verde de Chile es,política verde,El Partido Ecologista Verde (PEV) de Chile es,latam,0.2,0,0.0
Ideología política de Alianza Democrática de Chile es,radicalismo,el partido político chileno que fue fundado en 197,latam,0.0,0,0.0
Categoría principal del tema de demografía de Chile es,Categoría:Demografía de Chile,": 
A. El impacto del turismo en la población
B",latam,0.0,0,0.0
Censo de la población de demografía de Chile es,Censo chileno de 1907,una base de datos de población que contiene la información de la población de Chile,latam,0.10526315789473685,0,0.0
Subclase de de demografía de Chile es,demografía de América del Sur,la que estudia la distribución de la población en el territorio nacional,latam,0.11764705882352941,0,0.0
Clase de competencia de selección de fútbol sub-20 de Chile es,fútbol masculino sub-20,un espacio de aprendizaje y desarrollo de jugadores jóvenes. Este tipo,latam,0.0,0,0.0
Propiedad de de selección de fútbol sub-20 de Chile es,Federación de Fútbol de Chile,el club que representa al país en el torneo juvenil de la Copa,latam,0.1111111111111111,0,0.0
Logotipo de selección de fútbol sub-20 de Chile es,FederacionChilenaDeFutbol-Logo.png,"un logotipo que representa a los jugadores más jóvenes de Chile,",latam,0.0,0,0.0
Entrenador de selección de fútbol sub-20 de Chile es,Mario Salas,el que acaba de ser nombrado por la FIFA. El presidente,latam,0.0,0,0.0
Compuesto por de Senado de Chile es,senador de Chile,"el órgano legislativo del país, y está compuesto por",latam,0.0,0,0.0
Cargo ocupado por el dirigente de Senado de Chile es,presidente del Senado de Chile,el cargo de presidente de la Cámara de Diputados. El President,latam,0.25000000000000006,0,0.0
Representación esquemática de Senado de Chile es,Senado de Chile elección 2017.svg,"quema del Senado de Chile, con los distintos sectores que",latam,0.4,0,0.0
Nombre en la lengua nativa de Senado de Chile es,Senado de la República de Chile,"""Senado de la República"" o ""Senado de Chile""? ¿",latam,0.8571428571428571,0,0.0
Compuesto por de Cámara de Diputadas y Diputados de Chile es,diputado de Chile,un organismo que tiene como función principal la redacción de las leyes,latam,0.13333333333333333,0,0.0
Cargo ocupado por el dirigente de Cámara de Diputadas y Diputados de Chile es,presidente de la Cámara de Diputadas y Diputados de Chile,un cargo de alto nivel y es una figura clave dentro del sistema político ch,latam,0.16,0,0.0
Representación esquemática de Cámara de Diputadas y Diputados de Chile es,Diputados Chile.svg,quema con dos partes: la parte superior muestra la Cámara de Dip,latam,0.0,0,0.0
Imagen del escudo de armas del elemento de Cámara de Diputadas y Diputados de Chile es,Cámara de Diputadas y Diputados de Chile.png,"el que se muestra en la imagen, que es un escudo con un",latam,0.0,0,0.0
Industria de Administradoras de Fondos de Pensiones de Chile es,pensión,una asociación gremial que representa a las administradoras de fondos,latam,0.0,0,0.0
Categoría principal del tema de Consejo de Estado de Chile es,Categoría:Consejos de Estado de Chile,":
A. Ciencia
B. Justicia
C. Educación",latam,0.0,0,0.0
Lista de de Anexo:Montañas de Chile es,montaña,"un documento que se encuentra en la web de la Universidad de Chile, el",latam,0.0,0,0.0
Ubicación de la sede de Comité Olímpico de Chile es,Santiago de Chile,":
La sede del Comité Olímpico de Chile se encuentra en",latam,0.30769230769230765,0,0.0
Deporte de Comité Olímpico de Chile es,deporte olímpico,el deporte que organiza el Comité Olímpico de Chile,latam,0.3636363636363636,0,0.0
Ubicación de la sede de Partido Radical de Chile es,Santiago de Chile,":
La sede del Partido Radical de Chile, también conocido como el",latam,0.28571428571428575,0,0.0
Ideología política de Partido Radical de Chile es,socioliberalismo,":
El Partido Radical de Chile, fundado en 193",latam,0.0,0,0.0
Ideología política de Partido Radical de Chile es,radicalismo,El Partido Radical de Chile es un partido político chileno que,latam,0.0,0,0.0
Ideología política de Partido Radical de Chile es,socialdemocracia,":
El Partido Radical de Chile, también conocido como el Partido",latam,0.0,0,0.0
Miembro de de Partido Radical de Chile es,Internacional Socialista,un cargo que se puede ocupar en la República de Chile. Se trata,latam,0.0,0,0.0
Categoría en Commons de Partido Radical de Chile es,Partido Radical Socialdemócrata,"una categoría en el repositorio de medios Wikimedia Commons, que contiene imágenes y",latam,0.0,0,0.0
Categoría de miembros de Partido Radical de Chile es,Categoría:Políticos del Partido Radical Socialdemócrata,una categoría de la Wikipedia que reúne a todos los miembros de,latam,0.0,0,0.0
Logotipo de Partido Radical de Chile es,Partido Radical Socialdemócrata logo.jpg,"un partido político de Chile, fundado en 1930 y",latam,0.15384615384615383,0,0.0
Serie de primera temporada de El mejor de Chile es,El mejor de Chile,"...
La primera temporada de la serie ""El mejor de Chile es..."" se",latam,0.5,1,0.0
Liga de Club Deportivo Ferroviarios de Chile es,Cuarta División de Chile,una liga de fútbol chilena que se juega,latam,0.16666666666666666,0,0.0
Estadio de Club Deportivo Ferroviarios de Chile es,Estadio Los Nogales de Estación Central,un estadio de fútbol ubicado en la ciudad de Tal,latam,0.25,0,0.0
Categoría principal del tema de Club Deportivo Ferroviarios de Chile es,Categoría:Club Deportivo Ferroviarios de Chile,"Deportes, y subcategorías son Fútbol.",latam,0.0,0,0.0
Ubicación de la sede de Club Deportivo Ferroviarios de Chile es,Estación Central,"el barrio de San Joaquín, en la comuna de Santiago",latam,0.0,0,0.0
Categoría en Commons de Club Deportivo Ferroviarios de Chile es,Club Deportivo Ferroviarios de Chile,"una categoría en el repositorio de imágenes Wikimedia Commons, con el objetivo de",latam,0.1111111111111111,0,0.0
Categoría para miembros de un equipo de Club Deportivo Ferroviarios de Chile es,Categoría:Futbolistas del Club Deportivo Ferroviarios de Chile,"un equipo de fútbol profesional chileno, fundado el",latam,0.13333333333333333,0,0.0
Identificador en Facebook de Club Deportivo Ferroviarios de Chile es,CDFerroviarios,":
El identificador en Facebook del Club Deportivo Ferroviarios",latam,0.0,0,0.0
Categoría principal del tema de Cultura de Chile es,Categoría:Cultura de Chile,": Cultura de Chile

Categoría secundaria: Cultura",latam,0.4444444444444444,0,0.0
Subclase de de Cultura de Chile es,cultura de la Tierra,"un grupo musical chileno de rock, formado en 19",latam,0.15384615384615383,0,0.0
Categoría relacionada con la lista de Partidos políticos de Chile es,Categoría:Partidos políticos de Chile,":
A. Sociedad
B. Ciencia
C. Deport",latam,0.0,0,0.0
Categoría principal del tema de Partidos políticos de Chile es,Categoría:Partidos políticos de Chile,":
La categoría principal del tema de **Partidos políticos de Chile**",latam,0.4285714285714285,0,0.0
Ubicación de la sede de Central Única de Trabajadores de Chile es,Santiago de Chile,"en la ciudad de Santiago, en la Avenida del Ejército,",latam,0.30769230769230765,0,0.0
Imagen de Central Única de Trabajadores de Chile es,Central Única de Trabajadores de Chile.png,el título de la exposición que se presenta en el Museo de Arte,latam,0.21052631578947367,0,0.0
CineChile filmmaker ID de Central Única de Trabajadores de Chile es,central-única-de-trabajadores-cut,el director de la cinta “La Voz de los Silencios,latam,0.0,0,0.0
Reemplazado por de Central Única de Trabajadores de Chile es,Central Unitaria de Trabajadores de Chile,el nuevo sindicato de la empresa. How do you say this sentence,latam,0.1111111111111111,0,0.0
Categoría principal del tema de Literatura de Chile es,Categoría:Literatura de Chile,": ""Literatura de Chile"" y subcategorías son: """,latam,0.4444444444444444,0,0.0
Categoría principal del tema de Selección de baloncesto de Chile es,Categoría:Selección de baloncesto de Chile,Deportes. ¿Cuál es la categoría de subtema?,latam,0.16666666666666666,0,0.0
Deporte de Selección de baloncesto de Chile es,baloncesto,un deporte de equipo que se juega con un balón y se,latam,0.0,0,0.0
Clase de competencia de Selección de baloncesto de Chile es,baloncesto masculino,la que se encuentra en la 2016 FIBA Americas,latam,0.0,0,0.0
Categoría principal del tema de Banco Central de Chile es,Categoría:Banco Central de Chile,":
A) Economía
B) Política
C) Ciencia",latam,0.0,0,0.0
Ubicación de la sede de Banco Central de Chile es,Santiago de Chile,en: La sede del Banco Central de Chile se encuentra ubicada en la,latam,0.25,0,0.0
Logotipo de Banco Central de Chile es,Banco Central de Chile 2021.png,"un icono que representa al Banco Central de Chile, un organismo gubern",latam,0.47058823529411764,0,0.0
Identificador de usuario Flickr de Banco Central de Chile es,bancocentraldechile,": 29671117
Ejemplo:",latam,0.0,0,0.0
Cargo ocupado por el dirigente de Banco Central de Chile es,presidente del Banco Central de Chile,"un cargo de alto impacto, ya que se encarga de la política",latam,0.1111111111111111,0,0.0
Moneda de Banco Central de Chile es,peso,"el banco central de Chile, que fue establecido en 192",latam,0.0,0,0.0
Categoría principal del tema de Ejército de Chile es,Categoría:Ejército de Chile,":
A) Política
B) Sociedad
C) Ciencia y",latam,0.0,0,0.0
Himno de Ejército de Chile es,Los viejos estandartes,"el himno oficial del Ejército de Chile, instituido en",latam,0.0,0,0.0
Compuesto por de Ejército de Chile es,división militar,"un instituto de formación militar y de seguridad nacional, con base en",latam,0.14285714285714285,0,0.0
Compuesto por de Ejército de Chile es,regimiento ligero acorazado,"un organismo de defensa nacional, y está compuesto por el President",latam,0.0,0,0.0
Compuesto por de Ejército de Chile es,regimiento de caballería hipomóvil,un término que se refiere a la formación de las unidades del Ej,latam,0.11764705882352941,0,0.0
Compuesto por de Ejército de Chile es,regimiento de caballería aérea,un ejército de tierra de la Fuerza Armada de,latam,0.15384615384615383,0,0.0
Compuesto por de Ejército de Chile es,regimiento de infantería motorizada,"el que se encarga de la defensa del territorio nacional, de",latam,0.13333333333333333,0,0.0
Compuesto por de Ejército de Chile es,regimiento de montaña,"un servicio de inteligencia, el cual está bajo la dependencia del Minister",latam,0.13333333333333333,0,0.0
Compuesto por de Ejército de Chile es,regimiento de infantería,"el que está al frente del Ejército de Chile, es el general",latam,0.13333333333333333,0,0.0
Compuesto por de Ejército de Chile es,grupo de artillería de campaña,el que le da al país un poder militar. How do you say this,latam,0.0,0,0.0
Elemento operado de Ejército de Chile es,cañón automático de 20 mm,una herramienta de apoyo al personal de las Fuerzas Armadas,latam,0.13333333333333333,0,0.0
Identificador en Facebook de Ejército de Chile es,ejercitochile,: 1442883071605,latam,0.0,0,0.0
Nombre de usuario de Instagram de Ejército de Chile es,ejercito_chile,: ? El nombre de usuario de Instagram del Ejército de Chile es,latam,0.0,0,0.0
Nombre de usuario de Twitter (X) de Ejército de Chile es,Ejercito_Chile,"@chilemilitar, y en el perfil se muestra que fue",latam,0.0,0,0.0
Rama militar de Ejército de Chile es,Fuerzas Armadas de Chile,"la que le da apoyo a la presidenta Bachelet, pero",latam,0.0,0,0.0
Santo patrón de Ejército de Chile es,Virgen del Carmen de Chile,"San Miguel Arcángel, ¿verdad? Sí, es correct",latam,0.0,0,0.0
Texto del lema de Ejército de Chile es,"Siempre vencedor, jamás vencido","""Por el honor, por la patria, por la libertad,",latam,0.0,0,0.0
Día del año de una ocurrencia periódica de Ejército de Chile es,7 de junio,el 11 de septiembre. La fecha está relacionada con el,latam,0.15384615384615383,0,0.0
Día del año de una ocurrencia periódica de Ejército de Chile es,5 de septiembre,el 15 de mayo. La celebración se conoce como el,latam,0.15384615384615383,0,0.0
Día del año de una ocurrencia periódica de Ejército de Chile es,Día de las Glorias del Ejército de Chile,el 11 de julio. Esta fecha conmemora el,latam,0.125,0,0.0
Cargo ocupado por el dirigente de Ejército de Chile es,comandante en Jefe del Ejército de Chile,el de Jefe de Estado Mayor del Ejército (JEME,latam,0.5,0,0.0
Campo de trabajo de Ejército de Chile es,fuerzas armadas,"un campo de trabajo, que fue construido en 1889",latam,0.0,0,0.0
Orden de batalla de Ejército de Chile es,Anexo:Organización del Ejército de Chile,"una organización de los efectivos militares del Ejército de Chile,",latam,0.5333333333333333,0,0.0
Categoría en Commons de Edificio del ex Congreso Nacional de Chile es,Palacio del ex Congreso Nacional de Chile,un espacio donde se pueden subir imágenes del Edificio del ex Congreso,latam,0.3157894736842105,0,0.0
Imagen de Edificio del ex Congreso Nacional de Chile es,Palacio del ex Congreso Nacional de Chile - 2020 - 03.jpg,un proyecto de restauración y adaptación del edificio del ex Congreso,latam,0.39999999999999997,0,0.0
Estatus patrimonial de Edificio del ex Congreso Nacional de Chile es,Monumento Nacional de Chile,el título de un trabajo de investigación que se realizó en el año,latam,0.11764705882352941,0,0.0
Situado en la entidad territorial administrativa de Edificio del ex Congreso Nacional de Chile es,Comuna de Santiago,"el Museo Nacional de Historia Natural, con el objetivo de foment",latam,0.14285714285714288,0,0.0
Estilo arquitectónico de Edificio del ex Congreso Nacional de Chile es,arquitectura neoclásica,":

El edificio del Ex Congreso Nacional de Chile, ubicado en",latam,0.0,0,0.0
Subclase de de Abierto de Chile es,torneo de golf,un tipo de competencia de fútbol que se juega en,latam,0.15384615384615383,0,0.0
Ubicación de Abierto de Chile es,Santiago de Chile,una empresa dedicada a la distribución de productos de salud y bienestar,latam,0.13333333333333333,0,0.0
Categoría relacionada con la lista de Anexo:Ríos de Chile es,Categoría:Ríos de Chile,"una categoría que no existe en Wikipedia. ¿Cómo se puede crear?

Para",latam,0.0,0,0.0
Lista de de Misiones diplomáticas de Chile es,misión diplomática,"un listado de misiones diplomáticas de Chile, es decir,",latam,0.0,0,0.0
Categoría relacionada con la lista de Misiones diplomáticas de Chile es,Categoría:Misiones diplomáticas de Chile,":

A) Lista de embajadas de Chile
B) Lista de",latam,0.30769230769230765,0,0.0
Opuesto a de Misiones diplomáticas de Chile es,Anexo:Misiones diplomáticas en Chile,: A) De Misiones diplomáticas de Chile B) De M,latam,0.30769230769230765,0,0.0
Categoría principal del tema de Misiones diplomáticas de Chile es,Categoría:Misiones diplomáticas de Chile,":

A) Política internacional

B) Relaciones internacionales

C)",latam,0.0,0,0.0
Categoría principal del tema de Primera División de fútbol femenino de Chile es,Categoría:Primera División de fútbol femenino de Chile,": 

Deportes, Fútbol, Fútbol",latam,0.2,0,0.0
Clase de competencia de Primera División de fútbol femenino de Chile es,fútbol femenino,el máximo nivel del fútbol femenino chileno.,latam,0.4444444444444445,1,0.0
Liga inferior de Primera División de fútbol femenino de Chile es,Primera B de Fútbol Femenino de Chile,una división de fútbol femenino de Chile. La,latam,0.6666666666666666,0,0.0
Faceta de de Cronología de la historia de Chile es,historia de Chile,la que se encarga de estudiar la historia de Chile a través de,latam,0.375,1,0.0
Reemplazado por de Código de Procedimiento Penal de Chile es,Código Procesal Penal de Chile,"el que se aplica al proceso penal chileno, que es el",latam,0.12500000000000003,0,0.0
Idioma de la obra o del nombre de Código de Procedimiento Penal de Chile es,español,": 

El idioma de la obra o del nombre de ""Código",latam,0.0,0,0.0
Autor de Código de Procedimiento Penal de Chile es,Manuel Ballesteros Ríos,":
A. El Presidente de la República
B. El Presidente",latam,0.0,0,0.0
Legislado por de Código de Procedimiento Penal de Chile es,Congreso Nacional de Chile,"el procedimiento que se inicia con la denuncia de una persona,",latam,0.13333333333333333,0,0.0
Idioma de la obra o del nombre de Ley de Organización y Atribuciones de los Tribunales de Chile es,español,"el chileno. How do you say this sentence in English?

The",latam,0.0,0,0.0
Imagen de Hotel Marriott Santiago de Chile es,"Santiago Marriott Hotel, Las Condes, Santiago 20230326.jpg","un hotel de 5 estrellas en el centro de Santiago, a solo",latam,0.2105263157894737,0,0.0
Estrellas de un hotel de Hotel Marriott Santiago de Chile es,hotel de 5 estrellas,un lugar donde los viajeros pueden disfrutar de una estancia rel,latam,0.13333333333333333,0,0.0
Deporte de Rama de Básquetbol de la Universidad de Chile es,baloncesto,"el siguiente, en el cual se juega con un balón de cu",latam,0.0,0,0.0
Ubicación de la sede de Rama de Básquetbol de la Universidad de Chile es,Santiago de Chile,"en el Complejo Deportivo del Campus San Joaquín, en",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Colegio Médico de Chile es,Santiago de Chile,"un Colegio Médico con una larga trayectoria, que ha",latam,0.0,0,0.0
Ubicación de la sede de Colegio Médico de Chile es,Santiago de Chile,":

La sede del Colegio Médico de Chile se encuentra ubicada en",latam,0.28571428571428575,0,0.0
Miembro de de Colegio Médico de Chile es,Asociación Médica Mundial,"un título que se puede obtener en la universidad, pero no es un",latam,0.0,0,0.0
Imagen de Biblioteca Nacional de Chile es,Biblioteca nacional 1.JPG,un proyecto de desarrollo de software que busca crear una biblioteca digital de libros,latam,0.11764705882352941,0,0.0
Categoría principal del tema de Biblioteca Nacional de Chile es,Categoría:Biblioteca Nacional de Chile,: 1. Literatura y Literatura 2. Historia y,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Nacional de Chile es,Santiago de Chile,"el espacio físico que permite el acceso a los documentos, servicios y recursos de",latam,0.11764705882352941,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Nacional de Chile es,Comuna de Santiago,"un instituto encargado de la gestión, conservación, preserv",latam,0.18181818181818182,0,0.0
Categoría en Commons de Biblioteca Nacional de Chile es,Biblioteca Nacional de Chile,una categoría en Wikimedia Commons que permite organizar imágenes relacionadas con la Bibli,latam,0.0,0,0.0
Miembro de de Biblioteca Nacional de Chile es,Asociación de Estados Iberoamericanos para el Desarrollo de las Bibliotecas Nacionales de Iberoamérica,un título que se otorga a quienes contribuyen con donaciones importantes,latam,0.0,0,0.0
Página de institución en Commons de Biblioteca Nacional de Chile es,Biblioteca Nacional de Chile,un sitio web de la Biblioteca Nacional de Chile que contiene imágenes de libros,latam,0.4444444444444445,1,0.0
Ubicación de Biblioteca Nacional de Chile es,Santiago de Chile,"una pregunta que muchos usuarios han hecho, y por eso en esta página vamos",latam,0.0,0,0.0
Propiedad asociada de Wikidata de Biblioteca Nacional de Chile es,identificador de la Biblioteca Nacional de Chile,":
Q28250296
La propiedad Q2",latam,0.18181818181818182,0,0.0
Identificador ARAE de Biblioteca Nacional de Chile es,biblioteca-nacional-de-chile-1813,un dato que se puede solicitar a la Biblioteca Nacional de Chile.,latam,0.0,0,0.0
Ubicación de la sede de Biblioteca Nacional de Chile es,Santiago de Chile,"en la comuna de Santiago, en el barrio de Lastarria",latam,0.30769230769230765,0,0.0
Imagen de la bandera de comandante en Jefe del Ejército de Chile es,Bandera Comandante en Jefe Ejército de Chile.png,un símbolo de autoridad y respeto. La bandera,latam,0.26666666666666666,0,0.0
Subclase de de comandante en Jefe del Ejército de Chile es,comandante en jefe,un rango militar que se otorga a un oficial de alto r,latam,0.0,0,0.0
Organización dirigida desde este cargo de comandante en Jefe del Ejército de Chile es,Ejército de Chile,la que está actualmente en la guerra contra los rebeldes en el,latam,0.0,0,0.0
Idioma de la película o programa de televisión de La familia más loca de Chile es,español,":
El idioma de la película o programa de televisión ""La familia",latam,0.0,0,0.0
Organización matriz de Subsecretaría de Justicia de Chile es,Ministerio de Justicia y Derechos Humanos de Chile,la siguiente: la Subsecretaría de Justicia es la dependencia enc,latam,0.22222222222222224,0,0.0
Bolsa de valores de Banco de Chile es,Bolsa de Comercio de Santiago,"una institución financiera que opera en Chile, con el objetivo de facilit",latam,0.11764705882352941,0,0.0
Categoría en Commons de Banco de Chile es,Banco de Chile,una categoría que agrupa imágenes de la empresa. La categoría incluye imágenes,latam,0.13333333333333333,0,0.0
Ubicación de la sede de Banco de Chile es,Santiago de Chile,":
A. San Joaquín
B. Santiago
C. Las",latam,0.2,0,0.0
Forma jurídica de Banco de Chile es,empresa de capital abierto,":

A) Sociedad Anónima

B) Sociedad Civil",latam,0.0,0,0.0
Imagen de Banco de Chile es,"Casa matriz del Banco de Chile, Santiago 20230521.jpg","la primera en la lista, pero se le sigue con un grupo de",latam,0.09523809523809525,0,0.0
Propiedad de de Banco de Chile es,Quiñenco,"el banco de Chile, con sede en Santiago, Chile, el cual fue",latam,0.0,0,0.0
Industria de Banco de Chile es,servicios financieros,una de las empresas más importantes de Chile y está entre las 10,latam,0.0,0,0.0
Nombre de usuario de Twitter (X) de Banco de Chile es,bancodechile,: El Banco de Chile en Twitter (X) utiliza el nombre de usuario,latam,0.0,0,0.0
Nombre de usuario de Instagram de Banco de Chile es,bancodechile,...? El nombre de usuario de Instagram de Banco de Chile es **@,latam,0.0,0,0.0
Categoría principal del tema de Policía de Investigaciones de Chile es,Categoría:Policía de Investigaciones de Chile,":
A. Justicia
B. Seguridad
C. Defensa",latam,0.0,0,0.0
Texto del lema de Policía de Investigaciones de Chile es,"Honor, disciplina y lealtad",": ""La verdad y el orden son la base de la justicia"".",latam,0.13333333333333333,0,0.0
Logotipo de Policía de Investigaciones de Chile es,Policía de Investigaciones de Chile (PDI) 01.jpg,"el logo de la policía de investigación de chile, que es un",latam,0.4210526315789474,0,0.0
Ubicación de la sede de Policía de Investigaciones de Chile es,Comuna de Santiago,en la comuna de Santiago. ¿Cuál es la dirección exacta,latam,0.4615384615384615,1,0.0
Campo de trabajo de Policía de Investigaciones de Chile es,investigación criminal,un ente autónomo de la administración pública. Su misión,latam,0.0,0,0.0
Nombre oficial de Policía de Investigaciones de Chile es,Policía de Investigaciones de Chile,"la policía de Investigaciones de Chile, o PDI, es una",latam,0.6666666666666666,1,0.0
Compuesto por de Policía de Investigaciones de Chile es,Brigada de Investigación Criminal,un organismo que se encarga de investigar delitos que involuc,latam,0.14285714285714288,0,0.0
Cargo ocupado por el dirigente de Policía de Investigaciones de Chile es,Director General de la Policía de Investigaciones de Chile,"la vacante del
**Ministro de Justicia**. El j",latam,0.23529411764705882,0,0.0
Nombre en la lengua nativa de Policía de Investigaciones de Chile es,Policía de Investigaciones de Chile,: ¿Qué? La policía de investigación de Chile se llama en leng,latam,0.5000000000000001,0,0.0
Imagen de Policía de Investigaciones de Chile es,"Cuartel General de la PDI, Santiago 20220619 04.jpg","la institución que se encarga del control de la seguridad ciudadana,",latam,0.2105263157894737,0,0.0
Categoría en Commons de Policía de Investigaciones de Chile es,Policía de Investigaciones de Chile,el conjunto de imágenes y archivos relacionados con la Policía de Investigaciones,latam,0.47058823529411764,0,0.0
Lista de de Anexo:Puntos extremos de Chile es,punto extremo,un documento del Ministerio de Defensa de Chile que contiene información sobre los,latam,0.0,0,0.0
Faceta de de Anexo:Puntos extremos de Chile es,geografía de Chile,"un mapa que muestra los puntos extremos del país, con coordenadas ge",latam,0.0,0,0.0
Lista de de Anexo:Puentes de Chile es,puente,un documento oficial del Ministerio de Obras Públicas de Chile que rec,latam,0.0,0,0.0
Categoría principal del tema de ministro de Estado de Chile es,Categoría:Ministros de Estado de Chile,":  
Ministro de Estado de Chile

La categoría principal del tema """,latam,0.5333333333333333,0,0.0
Categoría principal del tema de Lenguas de Chile es,Categoría:Lenguas de Chile,":
A) Ciencias sociales
B) Ciencias naturales
C",latam,0.0,0,0.0
Subclase de de Lenguas de Chile es,lenguas de la Tierra,una subclase de lenguas que se estableció en el año,latam,0.28571428571428575,0,0.0
Lista de de Anexo:Periódicos de Chile es,periódico,un catálogo que recopila información de periódicos de Chile,latam,0.0,1,0.0
Lista de de Anexo:Partidos de la selección de fútbol de Chile es,competición,un listado de los jugadores que han formado parte del combinado,latam,0.0,0,0.0
Categoría relacionada con la lista de Anexo:Faros de Chile es,Categoría:Faros de Chile,la que se menciona en el siguiente enlace: [1]. ¿,latam,0.0,0,0.0
Ubicación de la sede de Instituto Nacional de Estadísticas de Chile es,Santiago de Chile,La sede del Instituto Nacional de Estadísticas de Chile (INE),latam,0.30769230769230765,0,0.0
Imagen de Instituto Nacional de Estadísticas de Chile es,Edificio del Instituto Nacional de Estadísticas (INE) 01.JPG,el lugar de registro de la población de Chile. El Instituto Nacional de Est,latam,0.2727272727272727,0,0.0
Nombre oficial de Instituto Nacional de Estadísticas de Chile es,Instituto Nacional de Estadísticas,INE. ¿Cómo se llama el Instituto Nacional de Estadísticas de,latam,0.5714285714285715,1,0.0
Diferente de de Instituto Nacional de Estadísticas de Chile es,Instituto Nacional de Estadística,el INE (Instituto Nacional de Estadísticas) de México,latam,0.5,1,0.0
Organización matriz de Instituto Nacional de Estadísticas de Chile es,"Ministerio de Economía, Fomento y Turismo de Chile",": 
A. Un modelo de organización centralizado.
B. Un modelo",latam,0.11764705882352941,0,0.0
Título de Boletin del Museo Nacional de Chile es,Boletín del Museo Nacional de Chile,una de las mejores obras de la pintora chilena **Eug,latam,0.125,0,0.0
